route,kind,title,title_len,h1,meta_description,desc_len,noindex
/areas/polk-county/,county,"Polk County Ridge Concrete & Pavers – Rules, Release Form, Sand",63,"Polk County ridge: permits, the Paver Release Form, ridge sand and HOAs","Polk County facts for concrete and paver work on the ridge: the county's slab, driveway and paver rules quoted, the Paver Release Form, cities with their own departments, Candler sand that compacts only wet, HOAs.",213,False
/areas/orange-county-south/,county,South Orange County Concrete & Pavers – Hunters Creek,53,"South Orange County: Hunters Creek, Meadow Woods, Southchase and the Lake Nona edge","Concrete and paver work in south Orange County next to Kissimmee: Hunters Creek, Southchase, Meadow Woods, Taft and the Lake Nona edge, with Orange County's 'permit required' rule and 6-inch apron spec.",202,False
/pricing/,pricing,"Concrete & Paver Prices in Kissimmee, FL – Cost Guides & Index",62,Pricing: concrete and paver costs around Kissimmee,"What concrete and paver work costs around Kissimmee: cost guides per square foot and per project, the ten factors that move a price, and the quarterly Kissimmee Concrete Cost Index (Q3 2026) with downloadable data.",214,False
/pricing/concrete/,pricing,"Concrete Cost in Kissimmee, FL (2026): Per Sq Ft & By Project",61,"Concrete cost in Kissimmee, FL: per square foot and by project","What concrete costs in Kissimmee in Q3 2026 2026: driveways $8.50–$13.50/sq ft, patios, stamped, pads, walkways and removal, with worked examples for a two-car driveway, 12x12 patio, RV pad and pool deck.",204,False
/pricing/pavers/,pricing,"Paver Cost in Kissimmee, FL (2026): Driveways & Decks",53,"Paver cost in Kissimmee, FL: per square foot and by project","What pavers cost in Kissimmee in Q3 2026 2026: driveways $14–$22/sq ft, pool-deck overlays, travertine, patios, walkways, sealing and repair, with worked examples for a two-car driveway and a 600 sq ft pool deck.",212,False
/pricing/kissimmee-concrete-cost-index/,pricing,"Kissimmee Concrete Cost Index (Q3 2026) – 18 Items, CSV/JSON",60,"Kissimmee Concrete Cost Index, release Q3 2026","The Kissimmee Concrete Cost Index, release Q3 2026: installed price ranges for 18 concrete, paver and coating items in the Kissimmee/Osceola market, with method, limitations and CC BY 4.0 downloads in CSV and JSON.",214,False
/permits/,permit,"Concrete & Paver Permits in Kissimmee, Osceola & Polk (2026)",60,"Permits for concrete and paver work: Kissimmee, Osceola, St. Cloud, Polk and Orange","Do you need a permit for a driveway, patio, slab, pool deck or pavers? Rules by project for the City of Kissimmee, unincorporated Osceola County, St. Cloud, Polk County and Orange County, with HB 803's $7,500 exemption.",219,False
/permits/city-of-kissimmee/,permit,City of Kissimmee Driveway Permit – How It Works (2026),55,City of Kissimmee: driveway and sidewalk permits,"How to permit a driveway or sidewalk inside Kissimmee city limits: the EnerGov Driveway / Sidewalk Construction application, 2-business-day review and issuance timelines, right-of-way rule, Engineering Division contacts.",220,False
/permits/osceola-county/,permit,Do You Need a Permit for a Driveway in Osceola County? (2026),61,"Unincorporated Osceola County: driveway permits, the 24-foot rule and flatwork","Osceola County's driveway rule quoted: §22-50.6 requires a county driveway permit and caps width at 24 ft. Building Office facts on plan review (3–5 days), Notice of Commencement, inspections, sheds, patios and HB 803.",218,False
/permits/city-of-st-cloud/,permit,"St. Cloud, FL Permits for Patios, Driveways & Pavers (2026)",59,City of St. Cloud: which outdoor concrete and paver projects need a permit,"City of St. Cloud's permit list quoted: patios and decks need a permit, driveway pavers go to Public Works, asphalt reseal is exempt, cashless since 2025, HB 803 adopted. Building Department contacts and the city line.",218,False
/permits/polk-county/,permit,"Polk County Permits for Slabs, Driveways & Pavers (2026)",56,Polk County: slab and driveway permits and the Paver Release Form,"Polk County's building rules for concrete and pavers quoted: which slabs and driveway portions need a permit, the Concrete Driveway Paver Release Form for pavers in the right-of-way, offices in Bartow and Lake Alfred, cities with their own departments.",252,False
/permits/orange-county/,permit,Orange County Permits for Concrete & Pavers – South Orange (2026),65,Orange County: permits for concrete and pavers in the communities next to Kissimmee,"Unincorporated Orange County's rule quoted: any concrete pour or paver placement needs a permit (pavers via Zoning), 6-inch no-steel apron spec, shed rules. For Hunters Creek, Meadow Woods, Southchase and Taft next to Kissimmee.",228,False
/hoa/,hoa,HOA & ARC Approval for Pavers and Driveways – Osceola & Polk,60,HOA and ARC approval for concrete and paver work,"HOA and architectural review rules for driveways, patios, pool decks and pavers in Osceola and Polk: verified criteria for Poinciana APV, Solivita, Celebration, Bellalago and Solterra, what every board asks for, and HB 803.",223,False
/hoa/poinciana-apv/,hoa,"Poinciana APV DCB Rules for Driveways, Walks & Pavers",53,"Poinciana (APV) Design Control Board: driveways, walks, patios and pavers","Poinciana's Design Control Board criteria quoted: driveways in concrete, asphalt or brick pavers (9.1.1), walks beside the house capped at 2 ft, prior written approval for any paved area, 30-day deemed denial, sheds. How we file.",229,False
/hoa/solivita/,hoa,"Solivita ARC Rules for Driveways, Pavers & Patios",49,"Solivita architectural review: driveways, walkways, pavers and patios","Solivita's Architectural Review Requirements quoted: replacement driveways and walks in the original builder's style and material (6.14), extensions reviewed, pavers and patios on the application list with samples, appeals within 30 days.",238,False
/hoa/celebration/,hoa,"Celebration ARC (CROA) – Driveways, Pavers, Pool Decks",54,Celebration (CROA) Architectural Review Committee,"Celebration's Architectural Review Committee: third-Monday meetings, where the Design Guidelines live (Front Porch owner portal and Town Hall), what we verified and what we did not, and how we build the packet for pavers, driveways and pool decks.",247,False
/hoa/bellalago/,hoa,"Bellalago HOA Architectural Review – Pavers, Decks, Driveways",61,Bellalago and Isles of Bellalago: architectural review,"Bellalago's architectural review: approval before any exterior change, the ConnectResident ARC form, twice-monthly committee, FirstService Residential contacts, what we verified, and Osceola County permits for the community.",224,False
/hoa/solterra/,hoa,"Solterra Resort HOA Rules – Driveways, Concrete, Pavers, COI",60,"Solterra Resort: architectural rules for driveways, concrete and pavers","Solterra Resort's architectural guidelines quoted: driveways no wider than three cars, no added walkway, no painted or stained concrete, clear matte sealer by request, survey and sample for pavers, contractor insurance naming the association.",242,False
/compare/,page,"Concrete vs. Pavers, Travertine, Stamped & More – Comparisons",61,Comparisons,"Eight side-by-side comparisons for Central Florida: concrete vs. pavers, travertine vs. concrete pavers, stamped vs. pavers, resurface vs. replace, 4 vs. 6 inches, rebar vs. fiber vs. mesh, cool deck vs. pavers, sealer types.",225,False
/compare/concrete-vs-pavers/,compare,Pavers vs. Concrete Driveway in Central Florida: Cost & Heat,60,Concrete vs. pavers: which is right for your driveway or patio,"Concrete vs. pavers for a driveway or patio in Kissimmee and Osceola County: installed cost per sq ft and per two-car drive, repairability, HOA preference, heat, maintenance and lifespan, and when each is the right call.",220,False
/compare/travertine-vs-concrete-pavers/,compare,Travertine vs. Concrete Pavers for a Pool Deck in Florida,57,Travertine vs. concrete pavers for a pool deck,"Travertine vs. concrete pavers for a Central Florida pool deck: barefoot temperature (published 105–120 °F vs. 115–145 °F), cost per sq ft and per 600 sq ft deck, sealers, salt pools, rental use, repair.",203,False
/compare/stamped-vs-pavers/,compare,Stamped Concrete vs. Pavers in Central Florida: Cost & Upkeep,61,Stamped concrete vs. pavers,"Stamped concrete vs. pavers for a patio or pool deck in Kissimmee: cost per sq ft and for a 12x16 patio, cracking and repair, sealing cycles, slip and heat, HOA rules, and where each is the better choice.",204,False
/compare/resurface-vs-replace/,compare,Resurface vs. Replace a Driveway or Pool Deck in Central Florida,64,"Resurface, repair or replace: the decision","Resurface, repair or replace? The tap test, string line and hose test we run on Kissimmee slabs, a decision table with costs for a 480 sq ft driveway, and when polyurethane lifting is worth it.",193,False
/compare/4-inch-vs-6-inch/,compare,4-Inch vs. 6-Inch Concrete Driveway: Which Loads Need It,56,4-inch vs. 6-inch concrete,"4 in vs. 6 in concrete for driveways, pads and slabs in Central Florida: mix, steel, cost per sq ft and per two-car drive, which loads need six inches, and why base and joints matter more than thickness.",203,False
/compare/rebar-vs-fiber-vs-mesh/,compare,Rebar vs. Fiber vs. Wire Mesh for a Concrete Driveway,53,Rebar vs. fiber vs. wire mesh,"Rebar, fiber or wire mesh for a driveway or slab: what each controls, what each cannot, cost per 100 sq ft, why mesh on the bottom of a 4-inch slab is nothing, and the standard we pour in Kissimmee.",198,False
/compare/cool-deck-vs-pavers/,compare,Cool Deck vs. Pavers for a Florida Pool Deck: Cost & Heat,57,Cool deck coating vs. pavers around the pool,"Textured 'cool deck' coating vs. pavers or travertine around a Central Florida pool: cost for a 600 sq ft deck, heat and grip, life before re-coating, repair, coping and drains, HOA expectations.",195,False
/compare/sealer-types/,compare,Paver & Concrete Sealers Compared: Film vs. Penetrating,55,Sealer types compared,"Which sealer for which surface in Central Florida: film-forming acrylics vs. penetrating silane/siloxane and fluoropolymer vs. joint-stabilizing products, life in the sun, slip, stone rules, HOA matte rules, and the failures each causes.",237,False
/tools/,tool,"Concrete & Paver Tools – Permit Finder, Calculator, Pour Calendar",65,Tools,"Free tools for Kissimmee and Osceola County lots: permit and jurisdiction finder by address, concrete and paver calculator with current cost ranges, concrete vs. pavers decision tool, HOA packet checklist, pour calendar, project brief.",235,False
/tools/permit-finder/,tool,"Permit & Jurisdiction Finder – Kissimmee, Osceola, Polk (Address)",65,Permit and jurisdiction finder,"Type an address in Osceola, Polk or south Orange County and see whether it is City of Kissimmee, St. Cloud, unincorporated Osceola, Polk or Orange, and the verified permit rules for a driveway, patio, slab or pavers there.",222,False
/tools/concrete-paver-calculator/,tool,"Concrete & Paver Calculator – Yards, Bags, Base, Cost (Kissimmee)",65,Concrete and paver calculator,"Calculate cubic yards and bags of concrete, limerock base, paver count and polymeric sand for a driveway, patio, pad or pool deck, with a planning cost range from the Q3 2026 Kissimmee Concrete Cost Index. Printable.",216,False
/tools/concrete-vs-pavers/,tool,Concrete vs. Pavers Decision Tool – Eight Questions (Kissimmee),63,Concrete vs. pavers decision tool,"Answer eight questions about your driveway, patio or pool deck (budget, HOA, barefoot use, future work, maintenance, rental) and get a concrete, paver or stone recommendation with reasons and a surface-heat table.",213,False
/tools/hoa-packet-checklist/,tool,HOA & ARC Packet Checklist for Paver and Concrete Work,54,HOA / ARC packet checklist,"Build the architectural review packet for pavers, a driveway change, patio, pool deck, walkway or seat wall in Poinciana, Solivita, Celebration, Bellalago, Solterra, Reunion or any management-form community. Printable.",218,False
/tools/pour-calendar/,tool,"Pour Calendar – Rain Days & Temperatures by Month, Kissimmee FL",63,Pour Calendar: rain days and temperatures for Kissimmee,"NOAA 1991–2020 normals for the Kissimmee 2 station by month (rain days, inches, highs and lows) with our pour, stamp, overlay, paver, sanding and sealing plan for each month and the storm-season rule.",200,False
/tools/ask-the-estimator/,tool,Ask the Estimator – Real Questions From Kissimmee Estimates,59,Ask the Estimator,"Anonymized real questions from estimating calls and forms in Kissimmee, St. Cloud, Poinciana and the Polk ridge, answered in a few sentences with a link to the full page. Updated as questions come in; RSS feed available.",220,False
/tools/project-brief/,tool,Project Brief Generator – Get Comparable Concrete & Paver Quotes,64,Project brief generator,"Generate a one-page brief for a driveway, patio, pool deck, pad, walkway, repair, sealing or garage-floor job with dimensions, spec, drainage, access, HOA and permit notes and twelve questions every bidder must answer.",218,False
/faq/,faq,Concrete Questions Kissimmee Homeowners Ask (Answered),54,Frequently asked questions,"Short answers to the questions Kissimmee, St. Cloud and Osceola County homeowners ask about concrete and pavers: cost, permits, licenses, pavers vs. concrete, rainy-season pours, HOA approval, with links to full answers.",220,False
/faq/concrete/,faq,"Concrete FAQ – Thickness, PSI, Rebar, Curing, Cracks (Kissimmee)",64,Concrete FAQ,"Concrete questions answered for Kissimmee and Osceola County: how thick a driveway should be, 3,000 vs. 4,000 psi, rebar vs. mesh vs. fiber, cure time, why concrete cracks, blotchy color, sealing, lifespan, insurance, rain.",223,False
/faq/pavers/,faq,"Paver FAQ – Base, Polymeric Sand, Sealing, Sinking (Kissimmee)",62,Paver FAQ,"Paver questions answered for Kissimmee and Osceola County: base depth on sand, polymeric sand, weeds and ants, efflorescence, sealing schedule and failures, pressure washing, sinking, brick vs. concrete, travertine, rust stains.",228,False
/faq/permits-hoa/,faq,"Permits & HOA FAQ – Licenses, Approvals, HB 803 (Osceola & Polk)",64,Permits and HOA FAQ,"Permit and HOA questions for Kissimmee, St. Cloud, Osceola and Polk: no license for flatwork under s. 489.117, who pulls the permit, driveway and patio rules by office, HOA approval and violations, HB 803's $7,500 exemption.",224,False
/faq/cost/,faq,Cost FAQ – What Concrete & Pavers Cost in Kissimmee (2026),58,Cost FAQ,"Cost questions for Kissimmee and Osceola County answered from the Q3 2026 Cost Index: contractor rates per sq ft, why small jobs cost more, deposits, financing, asphalt vs. concrete vs. pavers, removal, sealing, when to book.",225,False
/guides/,page,Concrete & Paver Guides for Kissimmee and Osceola County,56,Guides,"Local guides on cracking, rust stains, driveway widening rules, rainy-season scheduling, contractor verification, vacation rentals, oak roots, ridge vs. flatwoods sand, BVL driveways, septic, polymeric sand, curing, deck heat and HB 803.",237,False
/guides/why-concrete-cracks-osceola/,guide,Why Concrete Cracks in Osceola County (and Which Cracks Matter),63,Why Concrete Cracks in Osceola County (and Which Cracks Matter),"Why slabs crack on Osceola's Smyrna and Myakka sand with a 12-inch water table: shrinkage vs. settlement vs. edge loads, a crack-by-crack table, what joints, thickness and steel do and don't do, and what to fix.",211,False
/guides/rust-stains-irrigation-well-water/,guide,"Rust Stains From Well-Water Irrigation: Identify, Remove, Prevent",65,"Rust Stains From Well-Water Irrigation: Identify, Remove, Prevent","Orange streaks on driveways, pavers and pool decks in Osceola County are iron from well-water sprinklers. A stain identification table, safe removers by surface, and the head adjustment or iron filter that stops it.",215,False
/guides/driveway-widening-rules-osceola/,guide,"Driveway Widening Rules: Osceola County, Kissimmee and St. Cloud",64,"Driveway Widening Rules: Osceola County, Kissimmee and St. Cloud","How wide a residential driveway can be and what widening requires in unincorporated Osceola (24 ft, §22-50.6), Kissimmee, St. Cloud, Polk and Orange, plus HOA limits like Solterra's three-car rule and how a widening is built.",225,False
/guides/rainy-season-concrete-scheduling/,guide,Pouring Concrete in the Rainy Season: Scheduling Around Storms,62,Pouring Concrete in the Rainy Season: How We Schedule Around Afternoon Storms,"June–September average 14–18 rain days a month at the Kissimmee 2 station. What rain does at each stage of a pour, the first-light routine, the 60-percent rule, why overlays, polymeric sand and sealers wait for dry days, hurricane season.",238,False
/guides/how-to-verify-a-concrete-contractor-florida/,guide,How to Verify a Concrete Contractor in Florida (No License),59,How to Verify a Concrete or Paver Contractor in Florida When There Is No License to Check,"Florida does not license concrete flatwork, pavers or stucco and s. 489.117(4)(a) bars local licenses. Five checks that do exist: insurance certificate, Sunbiz entity, references, the written contract, and the spec against the load. Red flags.",243,False
/guides/vacation-rental-owner-hardscape-guide/,guide,Pool Decks & Driveways for Vacation Rental Owners (Four Corners),64,"Pool Decks and Driveways for Vacation Rental Owners in Four Corners, ChampionsGate and Reunion","Hardscape for short-term rentals in Four Corners, ChampionsGate, Reunion and Windsor Hills: surfaces that survive rental use, turnover-gap scheduling, manager and HOA sign-off (Solterra verified), county rules and current costs.",228,False
/guides/tree-roots-driveways-central-florida/,guide,Live Oak Roots and Driveways: What Lifts a Slab and What to Do,62,Live Oak Roots and Driveways: What Lifts a Slab and What to Do,"Live oak roots lift 4-inch slabs in Kissimmee's older neighborhoods within a decade. Options with costs: grind, root barrier plus panel replacement, thicker bridging sections, rerouting, pavers over the root zone, and when removal is the last resort.",250,False
/guides/paver-base-flatwoods-vs-ridge/,guide,Paver Base on Flatwoods vs. Ridge Sand: Osceola and Polk,56,Paver Base on Flatwoods Sand vs. Ridge Sand: Osceola and Polk Are Not the Same,"Osceola's Smyrna/Myakka flatwoods (wet, 12-inch water table) and Polk's Candler ridge sand (dry, compacts only wet) need different base placement under pavers and slabs. USDA map units, the two routines, and why builder driveways fail in both.",243,False
/guides/buenaventura-lakes-driveway-replacement/,guide,Replacing a 1980s Driveway in Buenaventura Lakes: What's Under It,65,Replacing a 1980s Driveway in Buenaventura Lakes: What We Find Under the Old Slab,"What a Buenaventura Lakes driveway replacement involves: what comes out of a Landstar-era slab (no base, washout, mesh on the bottom, roots), the county permit and 24-ft rule, the step-by-step, and costs for an 18x24 drive.",223,False
/guides/septic-drainfield-concrete-driveway/,guide,Septic Drainfields and Driveways on Rural Osceola Lots,54,Septic Drainfields and Driveways on Rural St. Cloud and Harmony Lots,"Why concrete, pavers and mixer trucks stay off septic drainfields on rural Osceola and Polk lots, how we locate the tank and field from the county record, setbacks, what can go where, and truck access on long driveways.",219,False
/guides/polymeric-sand-guide/,guide,"Polymeric Sand: When It Works, When It Fails, How We Install",60,"Polymeric Sand: When It Works, When It Fails, and How We Install It","What polymeric sand is, the six-step installation that makes it hold on Central Florida pavers, where it does and does not belong, and the white haze, crusting, washout and ant failures we fix.",193,False
/guides/concrete-curing-florida-heat/,guide,Curing Concrete in Central Florida Heat: 7 vs. 28 Days,54,"Curing Concrete in Central Florida Heat: 7 Days, 28 Days and What Happens In Between","How concrete gains strength by the day, why Kissimmee's 91-degree summers set the surface fast without speeding the cure, hot-weather pour rules, when cars and trucks can use it, and why sealing waits.",201,False
/guides/surface-temperature-pool-decks/,guide,How Hot Does a Pool Deck Get? Surface Temperatures by Material,62,How Hot Does a Pool Deck Get? Surface Temperatures by Material,"Published midday surface temperatures for travertine, marble, light and dark concrete pavers, coatings, broom concrete and porcelain on Florida pool decks, with caveats, and the July side-by-side measurement we plan to publish.",227,False
/guides/hb-803-permit-exemption/,guide,"HB 803: Florida's $7,500 Permit Exemption and Concrete Jobs",59,"Florida's $7,500 Permit Exemption (HB 803) and Small Concrete Jobs","What Florida's HB 803 (effective July 1, 2026) changes for patios, pads and driveways under $7,500: the written request, the exclusions (structural, electrical, plumbing, gas, flood zones), why driveway permits remain, and the HOA clause.",238,False
/about/,page,About Kissimmee Concrete – Who We Are and How We Work,53,About Kissimmee Concrete,"Kissimmee Concrete is the Osceola County and Polk ridge service brand of a Central Florida concrete and paver contractor. What we install, what we don't, and what we put in writing.",181,False
/editorial-standards/,page,Editorial Standards – How We Write and Check Pages,50,Editorial standards,"Primary sources only, dates on every page, no invented reviews or stats, labelled photos, ranges not quotes, and a correction policy. How this site is written and checked.",171,False
/data-and-methods/,page,"Data & Methods – Cost Index, Climate, Soils and Finder Sources",62,Data and methods,"How the Kissimmee Concrete Cost Index is built, where the NOAA climate and USDA soil numbers come from, how the jurisdiction finder works, and what each dataset does not do.",173,False
/warranty/,page,Workmanship Warranty – What Is Covered and How Claims Work,58,Workmanship warranty,"What Kissimmee Concrete's written workmanship warranty covers on concrete and paver work, what it excludes, how to make a claim, and how manufacturer warranties pass through.",174,False
/contact/,page,Contact Kissimmee Concrete – Free On-Site Estimate,50,Request a free estimate,"Request a free on-site estimate for concrete or paver work in Kissimmee, St. Cloud, Osceola County or the Polk ridge. Attach a photo, pick your city and service, and we reply in business hours.",193,False
/gallery/,page,Gallery – Real Job Photos and Labelled Concept Renderings,57,Photo gallery,"Paver driveways, marble and travertine pool decks, terraces, entry steps and installation-in-progress photos from our Central Florida crews, with AI concept renderings clearly labelled.",185,False
/privacy/,legal,Privacy Policy – Kissimmee Concrete,35,Privacy policy,"What Kissimmee Concrete collects when you request an estimate, how it is used, who it is shared with, how long it is kept, and how to see, correct or delete it.",160,False
/terms/,legal,Terms of Use – Kissimmee Concrete,33,Terms of use,"How to read the information, prices and tools on kissimmeeconcrete.com, what an estimate request does and does not create, and how the Cost Index data may be reused.",165,False
/accessibility/,legal,Accessibility Statement – Kissimmee Concrete,44,Accessibility,"Kissimmee Concrete targets WCAG 2.2 AA: landmarks, labels, focus, contrast, touch targets, reduced motion and described images. Known limitations and how to report a barrier.",174,False
/404/,legal,Page Not Found – Kissimmee Concrete,35,Page not found,"That page does not exist on kissimmeeconcrete.com. Jump to concrete or paver services, the service-area map, pricing, permits, tools, guides or the estimate form.",162,True
/thank-you/,legal,Request Received – Kissimmee Concrete,37,Request received,Your estimate request reached Kissimmee Concrete. We reply during business hours to schedule a site visit and send a written proposal.,134,True
